id,prediction
323,11180272
324,5755214
325,4354600
326,5873700
327,7050182
328,6616620
329,3539283
330,7535464
331,4378400
332,14317405
333,6477512
334,5226751
335,4291930
336,8324713
337,5192894
338,14446508
339,5150588
340,5099420
341,4923850
342,4805267
343,4023953
344,7174817
345,7101470
346,5335250
347,5242277
348,13823783
349,6386452
350,13632350
351,7223217
352,5761710
353,6659433
354,12188781
355,8930247
356,3830244
357,6080685
358,3759213
359,6030995
360,5021450
361,6798371
362,6977329
363,5470868
364,15909399
365,23639145
366,6597121
367,6254894
368,10999417
369,13961433
370,6286154
371,9979624
372,3872683
373,7368272
374,6705235
375,5801591
376,1881372
377,5483863
378,5767730
379,5009377
380,5887367
381,5469507
382,4933313
383,5103262
384,5892065
385,4338601
386,2099715
387,6179000
388,3210592
389,11963243
390,8663993
391,3891264
392,5385460
393,4485482
394,3431976
395,6284681
396,9993081
397,6921959
398,8695971
399,6707759
400,5525620
401,4745820
402,7186678
403,22680694
404,4524771
405,5282888
406,7555217
407,5541798
408,9438034
409,6441266
410,5065003
411,2900738
412,4600341
413,5516058
414,5904489
415,9132650
416,10165189
417,6912735
418,4381515
419,4296490
420,5440365
421,11375002
422,6733876
423,4318070
424,7655519
425,2742031
426,4939509
427,5269700
428,5281425
429,2299544
430,4811506
431,7358601
432,6144800
433,4628450
434,5526896
435,3383351
436,6113440
437,6555727
438,4919077
439,6531202
440,5856653
441,12973111
442,6168056
443,10373986
444,4487300
445,5375881
446,4828751
447,10953793
448,4996325
449,10014094
450,6632644
451,4559852
452,9843929
453,5580238
454,7614856
455,6951971
456,5588961
457,10886382
458,11066420
459,6582182
460,5750222
461,9347943
462,4173636
463,5159264
464,6037783
465,9012342
466,11480710
467,12419827
468,6193781
469,3586077
470,5471856
471,6526588
472,5637220
473,5917658
474,5216863
475,5232368
476,6319700
477,5647906
478,9025426
479,8182301
480,6797828
481,7134876
482,7016920
483,6122833
484,3241455
485,9873387
486,18345603
487,6914387
488,5582691
489,5631771
490,8588840
491,6763280
492,13342893
493,8193300
494,5350061
495,6190481
496,10188087
497,9835713
498,8047637
499,4401595
500,4024403
501,4775420
502,11406211
503,7617355
504,4942503
505,7673134
506,4345572
507,15400270
508,4631664
509,11739730
510,9836959
511,6013172
512,5590198
513,12811184
514,5981851
515,8893836
516,8121988
517,4997913
518,4023948
519,8124752
520,3798578
521,6394599
522,4952272
523,6361989
524,5532057
525,6043968
526,6154191
527,5356401
528,7465749
529,5753750
530,7774772
531,2672676
532,5657365
533,4790725
534,4821534
535,3796735
536,6696433
537,4458243
538,4952422
539,5290059
540,7502651
541,6066075
542,2971112
543,4976653
544,4584358
545,4248600
546,9602224
547,8016207
548,6632361
549,5668609
550,4894637
551,5073268
552,7632598
553,6441050
554,3419828
555,9711557
556,8045664
557,10583591
558,7157665
559,16276308
560,7044386
561,8923098
562,5632258
563,4174429
564,5737360
565,6327387
566,14789883
567,5650593
568,5769946
569,4728754
570,6152627
571,12111657
572,7716452
573,5734296
574,7106355
575,5253836
576,6760917
577,3375250
578,5652334
579,5895417
580,6432967
581,2899997
582,13894155
583,4989560
584,6620283
585,5636208
586,4125931
587,5311175
588,11784057
589,6903326
590,7686773
591,12628841
592,3983058
593,11276098
594,4794699
595,8037771
596,6383245
597,7489975
598,5913648
599,4143350
600,5082960
601,4955450
602,14387204
603,9048793
604,6252374
605,9039620
606,5513900
607,4755245
608,14160474
609,10805805
610,6994529
611,3860285
612,4176707
613,4259687
614,8133920
615,4680924
616,12751929
617,5173490
618,4578959
619,7456200
620,10721962
621,6379617
622,6132344
623,8610945
624,5025289
625,6599879
626,4847950
627,8618839
628,5391798
629,5012081
630,5948895
631,10556342
632,16420602
633,5099702
634,4603733
635,5674484
636,7512364
637,8323669
638,7555464
639,9310768
640,4383942
641,4347605
642,6150291
643,5305400
644,5779541
645,9760250
646,11879158
647,2174199
648,5437600
649,4602315
650,4899079
651,7678769
652,5611540
653,4945267
654,4849601
655,5421484
656,6778104
657,9226674
658,5065128
659,5187911
660,6744646
661,15060818
662,8334834
663,6308528
664,4571834
665,6062801
666,4681368
667,11247325
668,6642399
669,9068101
670,4359500
671,9202794
672,14333902
673,13506692
674,4832333
675,20983519
676,7316613
677,5514318
678,7253943
679,9283552
680,5287250
681,2020921
682,7633497
683,4359536
684,13725867
685,5655801
686,8735102
687,3837794
688,5412206
689,5193192
690,5385050
691,8085552
692,5676522
693,8545785
694,4172192
695,6955264
696,5620077
697,6353340
698,7289361
699,4945251
700,11207261
701,5378925
702,5218497
703,6396793
704,6709510
705,3599605
706,4175016
707,7132163
708,3973580
709,3649843
710,7611110
711,5892647
712,3558002
713,11224671
714,5156801
715,5507075
716,6290190
717,6804478
718,2144744
719,12557100
720,6537060
721,3456064
722,3928956
723,4397081
724,4702507
725,11524065
726,3733111
727,6088416
728,4600531
729,3180913
730,5283221
731,4542858
732,5449190
733,5916226
734,4611252
735,4165460
736,8010969
737,30407896
738,5124746
739,6465795
740,6492818
741,6002450
742,5586401
743,7706013
744,5608600
745,5452330
746,4759233
747,8842189
748,12593545
749,6240510
750,7264610
751,11646240
752,4725931
753,6249387
754,3763457
755,5454977
756,4273824
757,5654102
758,7946617
759,5031890
760,5848348
761,8748050
762,8753098
763,8180948
764,5024673
765,11316735
766,6080675
767,8125778
768,14668026
769,6720411
770,6191453
771,4957428
772,8125599
773,9850760
774,6604530
775,6298485
776,11788567
777,4199205
778,3191024
779,3840007
780,22118148
781,5974904
782,7221574
783,8278458
784,10360598
785,6013750
786,5153183
787,4792360
788,9639578
789,6951452
790,5793446
791,5474982
792,7558561
793,7354236
794,6768023
795,7782221
796,14670595
797,5584650
798,5250957
799,6024454
800,10321288
801,5474565
802,5413919
803,5778723
804,9388498
805,5033341
806,6529417
807,5345809
808,5354800
809,5232052
810,8680942
811,5278581
812,5050500
813,13078998
814,12065600
815,6417804
816,6210982
817,9990730
818,4605401
819,3599014
820,5629124
821,6734618
822,6678347
823,5167592
824,6008494
825,5407263
826,3547195
827,13506678
828,9129686
829,8347336
830,5259163
831,8567312
832,6473937
833,12289487
834,4922000
835,8422687
836,8139580
837,9052874
838,9913441
839,6094198
840,6738755
841,9124646
842,5381586
843,8461568
844,5998540
845,7043293
846,3671004
847,6037590
848,8134208
849,9731148
850,6682200
851,6919506
852,4886000
853,8913204
854,10833531
855,3806388
856,9766128
857,7055605
858,6919788
859,6161846
860,4870009
861,7257523
862,12462502
863,4770680
864,4788608
865,8562223
866,9419439
867,6244782
868,7109526
869,15311707
870,5238426
871,4815787
872,4613341
873,10460863
874,8180982
875,4461208
876,3780032
877,5098137
878,4479617
879,4011933
880,6305148
881,9469023
882,5053329
883,4412456
884,2587681
885,5442230
886,4797892
887,3729754
888,8054601
889,21372258
890,10695757
891,5241945
892,6626154
893,8293622
894,4783285
895,5809782
896,15076368
897,6545913
898,5550770
899,6793828
900,3423925
901,8125023
902,14833645
903,6469803
904,6870336
905,5102222
906,7358397
907,5920280
908,8018745
909,7276793
910,4346503
911,3943254
912,3195690
913,11063407
914,5063133
915,5174983
916,8404025
917,4401450
918,4589445
919,2889860
920,4506982
921,6299095
922,5497362
923,7537720
924,9854036
925,4715252
926,6668100
927,8236055
928,3856979
929,5878298
930,6126164
931,3300005
932,6301578
933,8567007
934,13192159
935,6795279
936,10931275
937,5857675
938,8066793
939,6830868
940,8315432
941,7957312
942,6308521
943,6275316
944,5595829
945,9549155
946,5111507
947,5507406
948,3653163
949,4453022
950,19215281
951,7247700
952,5261228
953,10168541
954,7862800
955,13114140
956,5281120
957,6764996
958,10970080
959,5564409
960,11203418
961,7795335
962,6456425
963,5146294
964,4530360
965,4227314
966,16284210
967,6411880
968,4052541
969,7192028
970,11889790
971,12675329
972,5561106
973,6229145
974,3989980
975,8289380
976,8454528
977,4822470
978,6072290
979,6902949
980,8140526
981,6196016
982,4326505
983,8570577
984,5539263
985,5250061
986,6185686
987,3331182
988,5732479
989,4872580
990,4553785
991,5084000
992,8524202
993,6051252
994,5498045
995,5963029
996,6694746
997,8783261
998,5722560
999,9701446
1000,4483519
1001,5591044
1002,9007952
1003,17301927
1004,6498771
1005,5619495
1006,4412016
1007,8413624
1008,12003136
1009,6315322
1010,7444125
1011,6779782
1012,9314948
1013,6470090
1014,9545194
1015,12461417
1016,7056072
1017,5332224
1018,3495339
1019,5802087
1020,10033158
1021,10210838
1022,6542561
1023,13736543
1024,5046786
1025,5032659
1026,13705091
1027,4380262
1028,4866616
1029,8069285
1030,8957404
1031,5703237
1032,14094621
1033,12884835
1034,10157015
1035,4898714
1036,7564272
1037,12559135
1038,7647404
1039,3355001
1040,8712538
1041,9492940
1042,7172660
1043,5056866
1044,4731981
1045,9746737
1046,11178235
1047,5251859
1048,3309200
1049,5559922
1050,8861238
1051,6466719
1052,3654564
1053,39424513
1054,4257706
1055,7497530
1056,3674517
1057,6255798
1058,6265822
1059,6005336
1060,4295434
1061,5126080
1062,5645523
1063,4560131
1064,5266720
1065,8395715
1066,2484461
1067,5132750
1068,12270666
1069,4293229
1070,6358409
1071,7854579
1072,11004543
1073,4935392
1074,4898714
1075,4996947
1076,8617265
1077,5642982
1078,4394315
1079,5720500
1080,8494120
1081,6048287
1082,5466200
1083,9435524
1084,23297124
1085,5053201
1086,4266079
1087,3972527
1088,36585424
1089,17078626
1090,11370344
1091,5084681
1092,3588380
1093,4918900
1094,7618689
1095,2873612
1096,6579864
1097,7454030
1098,8549908
1099,3073663
1100,8033838
1101,6282787
1102,8052965
1103,6838129
1104,12975536
1105,6336034
1106,2223716
1107,8983035
1108,4663589
1109,5293904
1110,4610652
1111,8021322
1112,6373315
1113,5529229
1114,5612322
1115,9646953
1116,13160323
1117,6170000
1118,6030492
1119,7133368
1120,6315125
1121,9759970
1122,6498178
1123,8384341
1124,6306493
1125,5014812
1126,6859472
1127,7814278
1128,7198991
1129,8308520
1130,8701567
1131,2036000
1132,32825821
1133,39307554
1134,18979567
1135,4356524
1136,2423545
1137,6536493
1138,9221382
1139,7297235
1140,6779785
1141,5245600
1142,8961343
1143,6399302
1144,4444852
1145,3981075
1146,6452378
1147,4041345
1148,7206996
1149,10357532
1150,5558070
1151,4106069
1152,6800446
1153,6414622
1154,3135983
1155,10375210
1156,5295690
1157,7604841
1158,4244600
1159,5846567
1160,13799556
1161,11222935
1162,4982958
1163,5781721
1164,6956291
1165,7293500
1166,6771184
1167,3603580
1168,4434500
1169,7950472
1170,35187019
1171,9072283
1172,9319084
1173,9023698
1174,6965138
1175,5354330
1176,4407456
1177,12486630
1178,8012437
1179,7344763
1180,5408279
1181,5924000
1182,11091549
1183,8289046
1184,2698752
1185,5262179
1186,24089695
1187,4757940
1188,3835937
1189,6917875
1190,6364300
1191,3392190
1192,11650856
1193,6886425
1194,5971515
1195,4289653
1196,5916457
1197,4478744
1198,4179800
1199,5373913
1200,5627565
1201,7132882
1202,9606263
1203,4909651
1204,8228645
1205,5329521
1206,8908863
1207,6208377
1208,15020293
1209,6288267
1210,12596177
1211,8573500
1212,4029907
1213,21431935
1214,6336301
1215,4798562
1216,6484767
1217,5120111
1218,11365002
1219,5708602
1220,5748368
1221,6941347
1222,5048219
1223,6773372
1224,5957521
1225,6894354
1226,7463156
1227,5877114
1228,5635418
1229,8726890
1230,5549124
1231,5340199
1232,13773272
1233,8353166
1234,5560015
1235,6446509
1236,7677705
1237,6855024
1238,5068050
1239,5283695
1240,5800526
1241,10129894
1242,11083803
1243,5919411
1244,3843528
1245,8255176
1246,9017899
1247,7186274
1248,8049637
1249,5906515
1250,7047040
1251,7880278
1252,6920462
1253,2237524
1254,8379130
1255,5545150
1256,5913750
1257,6898597
1258,11011924
1259,2687913
1260,4737534
1261,4962057
1262,4253815
1263,2542892
1264,4899657
1265,7305052
1266,6144516
1267,13102069
1268,3552423
1269,4292530
1270,8803685
1271,6411286
1272,6956591
1273,7237214
1274,4441077
1275,6368584
1276,7316879
1277,6018580
1278,5823950
1279,4547225
1280,26712211
1281,20025349
1282,12064534
1283,13356556
1284,6498596
1285,4603565
1286,7315222
1287,6486700
1288,4126927
1289,6418618
1290,10088427
1291,7141866
1292,7625090
1293,9174306
1294,14132017
1295,4318944
1296,4619570
1297,7720746
1298,6328822
1299,11067685
1300,13455386
1301,10593949
1302,8451419
1303,5998350
1304,8505486
1305,3258419
1306,5777928
1307,5608689
1308,14004209
1309,3688456
1310,9216554
1311,4188647
1312,6054989
1313,7102097
1314,4789543
1315,6441677
1316,11529780
1317,6873257
1318,6504304
1319,4818544
1320,7442259
1321,21265426
1322,7681480
1323,7297628
1324,8120389
1325,3692916
1326,9956222
1327,5151304
1328,3772819
1329,3506768
1330,14376353
1331,8530319
1332,7349830
1333,4553382
1334,9207561
1335,5287591
1336,4660941
1337,6290344
1338,10347450
1339,7443344
1340,5454630
1341,4858529
1342,5818044
1343,9517426
1344,3521506
1345,6188033
1346,4176735
1347,5957000
1348,6255404
1349,4401363
1350,4821833
1351,6920588
1352,7642108
1353,7759030
1354,13356244
1355,7003960
1356,6113034
1357,11138164
1358,9825185
1359,8503613
1360,6467234
1361,5703823
1362,5861045
1363,6656393
1364,12081169
1365,4149617
1366,7420657
1367,7180841
1368,5204206
1369,16182476
1370,6271033
1371,4307085
1372,18748104
1373,14203309
1374,5924991
1375,5935722
1376,5101849
1377,9975323
1378,5901192
1379,4722148
1380,3999514
1381,10592408
1382,5366090
1383,6100781
1384,7595048
1385,4001419
1386,16749010
1387,5963597
1388,5411702
1389,4030843
1390,3687806
1391,4966753
1392,9286531
1393,9472614
1394,10423949
1395,7326024
1396,5935498
1397,3248610
1398,11167371
1399,4707351
1400,6879712
1401,3908508
1402,10115317
1403,4023953
1404,9728279
1405,4139617
1406,5847210
1407,6325873
1408,8343735
1409,4473010
1410,6499996
1411,5982809
1412,5525787
1413,5959188
1414,6069113
1415,4485213
1416,14712384
1417,5834504
1418,5765933
1419,6026603
1420,6736458
1421,12282739
1422,7447925
1423,4499529
1424,11061722
1425,6149132
1426,8730446
1427,7817703
1428,4403005
1429,3922251
1430,6119581
1431,2405833
1432,4648125
1433,6220074
1434,8480218
1435,5667951
1436,13547604
1437,5584366
1438,5773211
1439,4134444
1440,7623308
1441,5218254
1442,8302521
1443,4943978
1444,9101392
1445,3871416
1446,10122496
1447,6060196
1448,5128299
1449,6375824
1450,6298736
1451,9235217
1452,4947191
1453,5788023
1454,12767466
1455,6753972
1456,3698523
1457,11313755
1458,5117850
1459,19864676
1460,12019162
1461,8594321
1462,2513445
1463,4059383
1464,3793460
1465,6605547
1466,8782631
1467,6774091
1468,3568209
1469,2277633
1470,10315437
1471,5558704
1472,3926725
1473,8283105
1474,3019829
1475,10694096
1476,6497819
1477,6011333
1478,5970550
1479,11668704
1480,10384476
1481,7293462
1482,6204660
1483,7221161
1484,5833154
1485,3836052
1486,6227443
1487,7207969
1488,4400450
1489,11562241
1490,4580200
1491,4577397
1492,13477408
1493,7500228
1494,4455817
1495,5423660
1496,11013659
1497,3430169
1498,19779359
1499,6906548
1500,4671253
1501,4503904
1502,5982100
1503,3898623
1504,5370660
1505,5960949
1506,8784115
1507,9819733
1508,8310703
1509,9780352
1510,2869851
1511,5901842
1512,6448603
1513,5959372
1514,6806155
1515,6392373
1516,7052373
1517,9563284
1518,7429723
1519,6045130
1520,3558770
1521,11380358
1522,6369941
1523,3536390
1524,5154424
1525,5274527
1526,6377850
1527,4237394
1528,6843143
1529,5426170
1530,4574473
1531,5173395
1532,8087114
1533,5019962
1534,7363400
1535,2595340
1536,4572240
1537,6642172
1538,6530107
1539,7812017
1540,6010103
1541,4575209
1542,5266117
1543,5572010
1544,5760680
1545,5545806
1546,10688216
1547,5474300
1548,5257957
1549,10906818
1550,4412342
1551,21308035
1552,6749200
1553,6852657
1554,6027140
1555,4780136
1556,5540448
1557,4625755
1558,7792043
1559,5658976
1560,5314250
1561,5515169
1562,4947342
1563,3965212
1564,6796857
1565,5232820
1566,9876466
1567,5462123
1568,7960483
1569,3719864
1570,6683255
1571,15203824
1572,7611435
1573,5177044
1574,14772610
1575,3672636
1576,5382080
1577,8932260
1578,3853205
1579,5950800
1580,6114222
1581,5605015
1582,5237332
1583,4363080
1584,6408965
1585,5338114
1586,7385986
1587,1930293
1588,2905033
1589,6366510
1590,18681460
1591,22551341
1592,4790812
1593,7046433
1594,6592829
1595,7836462
1596,6690705
1597,4509087
1598,6798290
1599,5127387
1600,5717605
1601,7016005
1602,8286858
1603,5553589
1604,5117627
1605,15347172
1606,4518500
1607,6532569
1608,5667152
1609,6043087
1610,6096247
1611,8875302
1612,3677356
1613,12037316
1614,7779227
1615,6205873
1616,6700715
1617,4955863
1618,6628360
1619,6542013
1620,9336350
1621,2949005
1622,9566212
1623,8319810
1624,5586149
1625,4793967
1626,4520722
1627,5918552
1628,11964651
1629,7957291
1630,4218785
1631,4840259
1632,6587778
1633,8748961
1634,4619429
1635,6691863
1636,3788312
1637,6698969
1638,4372385
1639,11919462
1640,8494707
1641,4869716
1642,12083973
1643,3117070
1644,4875952
1645,4029405
1646,7903487
1647,6393523
1648,15964031
1649,3836500
1650,5887108
1651,6390681
1652,13387616
1653,6484525
1654,4516373
1655,6296705
1656,6469520
1657,5927912
1658,13246650
1659,4677193
1660,14652611
1661,3937300
1662,5113289
1663,5894825
1664,5126258
1665,6117470
1666,3137045
1667,5561742
1668,4262031
1669,8271468
1670,6410086
1671,11548218
1672,5972170
1673,31984962
1674,2313510
1675,8757834
1676,10892159
1677,7186651
1678,7293541
1679,9747972
1680,5634815
1681,6844020
1682,8156738
1683,4046237
1684,8565809
1685,5501544
1686,5857478
1687,10878769
1688,4337207
1689,6014375
1690,12225220
1691,5904212
1692,6626594
1693,7335381
1694,4924460
1695,4368368
1696,6013952
1697,5411786
1698,5281200
1699,7301807
1700,10514862
1701,5819866
1702,4995100
1703,4491934
1704,8312369
1705,4292677
1706,30047170
1707,5765145
1708,25700930
1709,2511696
1710,4960400
1711,5049347
1712,4586435
1713,5598769
1714,6351187
1715,14785137
1716,6802510
1717,7267333
1718,48684630
1719,4238081
1720,4947040
1721,3640000
1722,9616089
1723,8556828
1724,3801177
1725,5875848
1726,5113345
1727,4282624
1728,8953246
1729,5327506
1730,6360898
1731,4810673
1732,4880260
1733,6561533
1734,3594487
1735,4567558
1736,5963263
1737,7196070
1738,4595987
1739,3182336
1740,3979520
1741,10259201
1742,5904500
1743,6194013
1744,3292739
1745,4682002
1746,4762740
1747,7175000
1748,8649097
1749,6535857
1750,4872753
1751,3966061
1752,5517758
1753,14893785
1754,6739230
1755,5928796
1756,4146769
1757,4724936
1758,6602532
1759,4968190
1760,3838085
1761,4410966
1762,7364470
1763,5021687
1764,17112873
1765,7987512
1766,7478125
1767,12615810
1768,8780871
1769,11767966
1770,7211702
1771,5167239
1772,6559060
1773,16393821
1774,5131089
1775,7261553
1776,5182945
1777,9112323
1778,6217371
1779,5761445
1780,4615266
1781,6211332
1782,5593694
1783,8282878
1784,14091596
1785,14676650
1786,10655169
1787,5681599
1788,12363329
1789,4371439
1790,3941533
1791,8317480
1792,4917788
1793,4585073
1794,14039935
1795,5164282
1796,6829037
1797,7886041
1798,7329460
1799,5481733
1800,5966562
1801,7752508
1802,14442231
1803,5512851
1804,13960529
1805,11446093
1806,5112535
1807,10172908
1808,9892210
1809,5186600
1810,8367746
1811,5682595
1812,7094443
1813,6543039
1814,11629013
1815,6918313
1816,12807926
1817,6156424
1818,5666894
1819,6415017
1820,5823290
1821,6302965
1822,5525671
1823,4161117
1824,5757500
1825,4743659
1826,7635797
1827,7742660
1828,7590062
1829,7480807
1830,4624925
1831,3591338
1832,3905159
1833,5337316
1834,7270931
1835,6198351
1836,5642200
1837,5225344
1838,24046158
1839,7767680
1840,6529870
1841,8547269
1842,4376506
1843,5336528
1844,3855882
1845,5934794
1846,4679860
1847,6173551
1848,6743838
1849,6699650
1850,3804084
1851,5813092
1852,3316276
1853,5417780
1854,22058554
1855,6608868
1856,5782211
1857,7294889
1858,4038264
1859,5991190
1860,4293800
1861,4185541
1862,9284935
1863,4629905
1864,9197041
1865,5966590
1866,7476312
1867,5507774
1868,5206079
1869,5763666
1870,3011830
1871,5476804
1872,5458470
1873,5136920
1874,4943408
1875,4877776
1876,9125254
1877,5314794
1878,7304655
1879,8551113
1880,32876580
1881,4802979
1882,7246347
1883,8280442
1884,8726556
1885,5442487
1886,6516250
1887,5225567
1888,10654066
1889,4528374
1890,5623697
1891,6565749
1892,3526955
1893,4360082
1894,9361647
1895,5466751
1896,3458623
1897,5914339
1898,10628281
1899,4172549
1900,6225181
1901,8732379
1902,3989060
1903,5383875
1904,5930667
1905,5765206
1906,5331178
1907,5205809
1908,5836798
1909,5421691
1910,9868339
1911,4931197
1912,4832810
1913,14487505
1914,4824760
1915,12852373
1916,5192500
1917,17554534
1918,4042234
1919,11427275
1920,5915920
1921,6094699
1922,6381500
1923,10259943
1924,3093959
1925,11393576
1926,6036154
1927,7766521
1928,10578247
1929,4259872
1930,5176203
1931,5808950
1932,6011508
1933,5674652
1934,16736653
1935,6148063
1936,5698810
1937,6173353
1938,5534481
1939,5667795
1940,3294032
1941,7774344
1942,4429500
1943,10154915
1944,6760885
1945,3432556
1946,6899208
1947,8298326
1948,6285396
1949,5763850
1950,7302276
1951,6181006
1952,11676752
1953,5312263
1954,5661750
1955,5904181
1956,38199094
1957,9853176
1958,12895456
1959,20718518
1960,5086852
1961,5373850
1962,5578636
1963,4356707
1964,7822752
1965,6737345
1966,8270782
1967,3839254
1968,6401156
1969,14579327
1970,7662478
1971,2188405
1972,5116542
1973,5317350
1974,11392540
1975,4344952
1976,7449015
1977,5002053
1978,4767283
1979,5066323
1980,7368179
1981,6972283
1982,5159640
1983,6443401
1984,4152901
1985,3300158
1986,3640595
1987,11709736
1988,7171784
1989,6117367
1990,3990257
1991,6095327
1992,5631000
1993,6689444
1994,7292056
1995,5773899
1996,8889279
1997,6660928
1998,4338917
1999,6312866
2000,5866050
2001,5453680
2002,2525291
2003,5343261
2004,5538965
2005,7233242
2006,12624962
2007,7223623
2008,6802317
2009,5411869
2010,6831937
2011,7508048
2012,11701814
2013,11493137
2014,5052338
2015,6341028
2016,7670169
2017,9958760
2018,13399547
2019,5903938
2020,7356024
2021,11551375
2022,6257015
2023,8739512
2024,3507728
2025,6122050
2026,4685056
2027,4110289
2028,4941838
2029,7510690
2030,11854229
2031,7378932
2032,5110148
2033,7204023
2034,6073376
2035,9265552
2036,6051100
2037,11051167
2038,6433172
2039,5156839
2040,8298821
2041,6468026
2042,10965538
2043,5979690
2044,12494246
2045,8582455
2046,8568700
2047,16910021
2048,7547783
2049,5733332
2050,8878883
2051,5185383
2052,4727658
2053,3999731
2054,11248679
2055,6754475
2056,9221309
2057,5370801
2058,5696040
2059,7792573
2060,4677150
2061,6604704
2062,3931450
2063,5417642
2064,6287008
2065,5582654
2066,8115081
2067,17558498
2068,4939770
2069,3760972
2070,9817819
2071,11355536
2072,6250651
2073,7514733
2074,5594715
2075,5667470
2076,9050689
2077,2201469
2078,6507817
2079,3599337
2080,5015361
2081,4835885
2082,10502913
2083,8395809
2084,7452271
2085,5084292
2086,6886340
2087,7229694
2088,5145300
2089,7573661
2090,19215905
2091,7264613
2092,10168316
2093,5882900
2094,11142976
2095,5422218
2096,5894102
2097,8283075
2098,7665109
2099,3705207
2100,5897140
2101,4702532
2102,10865664
2103,5170015
2104,4515163
2105,4914221
2106,3744403
2107,5454780
2108,11993507
2109,4747767
2110,8322464
2111,6132000
2112,4242188
2113,7488395
2114,8836006
2115,3532395
2116,4437067
2117,6814655
2118,7792072
2119,4891564
2120,10509606
2121,4629250
2122,12546312
2123,3911954
2124,9902450
2125,5855132
2126,8100650
2127,5455611
2128,5797346
2129,11987482
2130,3259786
2131,12888168
2132,12888367
2133,6054089
2134,5745650
2135,5663005
2136,4853287
2137,5864975
2138,6414549
2139,5885488
2140,5342115
2141,5935058
